"id","name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"839","Moussa, Mrs. Mantoura Boulos","female",35,"3rd","C","Lebanon",2626,7.0407,"0","0","yes"
"840","Moutal, Mr. Rahamin Haim","male",28,"3rd","S","England",374746,8.01,"0","0","no"
"841","Mubārik, Master. Halīm","male",4,"3rd","C","Lebanon",2661,15.0411,"1","1","yes"
"842","Mubārik, Master. Jirjis","male",7,"3rd","C","Lebanon",2661,15.0411,"1","1","yes"
"843","Mubārik, Mrs. Amīnah","female",25,"3rd","C","Lebanon",2661,15.0411,"0","2","yes"
"844","Mudd, Mr. Thomas Cupper","male",17,"2nd","S","England",3,10.1,"0","0","no"
"845","Mullin, Miss. Catherine","female",21,"3rd","Q","Ireland",35852,7.1408,"0","0","yes"
"846","Mulvihill, Miss. Bridget Elizabeth","female",25,"3rd","Q","Ireland",382653,7.15,"0","0","yes"
"847","Murdlin, Mr. Joseph","male",22,"3rd","S","England",3235,8.01,"0","0","no"
"848","Murphy, Miss. Catherine","female",18,"3rd","Q","Ireland",367230,15.1,"1","0","yes"
"849","Murphy, Miss. Margaret Jane","female",25,"3rd","Q","Ireland",367230,15.1,"1","0","yes"
"850","Murphy, Miss. Nora","female",31,"3rd","Q","Ireland",36568,15.1,"0","0","yes"
"851","Muslamānī, Mrs. Fatīmah Muhammad","female",22,"3rd","C","Lebanon",2649,7.0406,"0","0","yes"
"852","Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",18,"3rd","S","Sweden",347078,7.15,"0","0","no"
"853","Myles, Mr. Thomas Francis","male",63,"2nd","Q","Ireland",240276,9.1309,"0","0","no"
"854","Naidenoff, Mr. Penko","male",22,"3rd","S","Bulgaria",349206,7.1711,"0","0","no"
"855","Najib Kiamie, Miss. Adele","female",15,"3rd","C","Lebanon",2667,7.0406,"0","0","yes"
"856","Nakhli, Mr. Toufik","male",17,"3rd","C","Lebanon",2641,7.0407,"0","0","no"
"857","Nakid, Miss. Maria","female",1,"3rd","C","Lebanon",2653,15.141,"0","2","yes"
"858","Nakid, Mr. Sahid","male",21,"3rd","C","Lebanon",2653,15.141,"1","1","yes"
"859","Nakid, Mrs. Waika","female",19,"3rd","C","Lebanon",2653,15.141,"1","1","yes"
"860","Nancarrow, Mr. William Henry","male",36,"3rd","S","England",3338,8.01,"0","0","no"
"861","Nankoff, Mr. Minko","male",32,"3rd","S",NA,349218,7.1711,"0","0","no"
"862","Nasr 'Almā, Mr. Mustafà","male",20,"3rd","C","Lebanon",2652,7.0407,"0","0","no"
"863","Nasser, Mr. Nicholas","male",28,"2nd","C","United States",237736,30.0105,"1","0","no"
"864","Nasser, Mrs. Adele","female",14,"2nd","C","Lebanon",237736,30.0105,"1","0","yes"
"865","Nassr Rizq, Mr. Saade","male",20,"3rd","C","Lebanon",2676,7.0406,"0","0","no"
"866","Natsch, Mr. Charles","male",36,"1st","C","United States",17596,29.14,"0","1","no"
"867","Naughton, Miss. Hannah","female",21,"3rd","Q","Ireland",365237,7.15,"0","0","no"
"868","Navratil, Master. Edmond Roger","male",2,"2nd","S","France",230080,26,"1","1","yes"
"869","Navratil, Master. Michel Marcel","male",3,"2nd","S","France",230080,26,"1","1","yes"
"870","Navratil, Mr. Michel","male",32,"2nd","S","Slovakia (Modern day)",230080,26,"0","2","no"
"871","Nenkov, Mr. Hristo","male",22,"3rd","S",NA,349234,7.1711,"0","0","no"
"872","Nesson, Mr. Israel","male",26,"2nd","S","England",244368,13,"0","0","no"
"873","Newell, Miss. Madeleine","female",31,"1st","C","United States",35273,113.0506,"1","0","yes"
"874","Newell, Miss. Marjorie Anne","female",23,"1st","C","United States",35273,113.0506,"1","0","yes"
"875","Newell, Mr. Arthur Webster","male",58,"1st","C","United States",35273,113.0506,"0","2","no"
"876","Newsom, Miss. Helen Monypeny","female",19,"1st","S","United States",11752,26.0508,"0","2","yes"
"877","Nicholls, Mr. Joseph Charles","male",19,"2nd","S","England",33112,36.15,"1","1","no"
"878","Nicholson, Mr. Arthur Ernest","male",60,"1st","S","England",693,26,"0","0","no"
"879","Nieminen, Miss. Manta Josefina","female",29,"3rd","S","Finland",3101297,7.1806,"0","0","no"
"880","Niklasson, Mr. Samuel","male",28,"3rd","S","Sweden",363611,8.01,"0","0","no"
"881","Nilsson, Miss. Berta Olivia","female",18,"3rd","S","Sweden",347066,7.1506,"0","0","yes"
"882","Nilsson, Miss. Helmina Josefina","female",26,"3rd","S","Sweden",347470,7.1701,"0","0","yes"
"883","Nilsson, Mr. August Ferdinand","male",21,"3rd","S","Sweden",350410,7.1701,"0","0","no"
"884","Nīqūla Yārid, Master. Ilyās","male",11,"3rd","C","Lebanon",2651,11.041,"1","0","yes"
"885","Nīqūla Yārid, Miss. Jamilah","female",14,"3rd","C","Lebanon",2651,11.041,"1","0","yes"
"886","Nirva, Mr. Iisakki Antino Äijö","male",41,"3rd","S","Finland",3101272,7.0206,"0","0","no"
"887","Niskänen, Mr. Juha","male",39,"3rd","S","United States",3101289,7.1806,"0","0","yes"
"888","Nofal, Mr. Mansouer","male",20,"3rd","C","Lebanon",2697,7.0407,"0","0","no"
"889","Norman, Mr. Robert Douglas","male",27,"2nd","S","Scotland",218629,13.1,"0","0","no"
"890","Nosworthy, Mr. Richard Cater","male",21,"3rd","S","England",39886,7.16,"0","0","no"
"891","Nourney, Mr. Alfred","male",20,"1st","C","Germany",2166,13.1703,"0","0","yes"
"892","Nye, Mrs. Elizabeth","female",29,"2nd","S","United States",29395,10.1,"0","0","yes"
"893","Nysten, Miss. Anna Sofia","female",22,"3rd","S","Sweden",347081,7.15,"0","0","yes"
"894","Nysveen, Mr. Johan Hansen","male",60,"3rd","S","Norway",345364,6.0409,"0","0","no"
"895","O'Brien, Mr. Denis","male",21,"3rd","Q","Ireland",330979,7.1607,"0","0","no"
"896","O'Brien, Mrs. Johanna","female",26,"3rd","Q","Ireland",370365,15.1,"1","0","yes"
"897","O'Brien, Mr. Thomas","male",27,"3rd","Q","Ireland",370365,15.1,"1","0","no"
"898","O'Connell, Mr. Patrick Denis","male",18,"3rd","Q","Ireland",334912,7.1408,"0","0","no"
"899","O'Connor, Mr. Maurice","male",17,"3rd","Q","Ireland",371060,7.15,"0","0","no"
"900","O'Connor, Mr. Patrick","male",23,"3rd","Q","Ireland",366713,7.15,"0","0","no"
"901","Ödahl, Mr. Nils Martin","male",23,"3rd","S","Sweden",7267,9.0406,"0","0","no"
"902","O'Dwyer, Miss. Ellen","female",24,"3rd","Q","Ireland",330959,7.1707,"0","0","yes"
"903","Öhman, Miss. Velin","female",22,"3rd","S","Sweden",347085,7.1506,"0","0","yes"
"904","O'Keefe, Mr. Patrick","male",21,"3rd","Q","Ireland",368402,7.15,"0","0","yes"
"905","O'Leary, Miss. Hanora","female",16,"3rd","Q","Ireland",330919,7.1607,"0","0","yes"
"906","Oliva y Ocana, Doña. Fermina","female",39,"1st","C","Spain",17758,108.18,"0","0","yes"
"907","Olsen, Master. Artur Karl","male",9,"3rd","S","Norway",17368,3.0305,"0","1","yes"
"908","Olsen, Mr. Henry Margido","male",28,"3rd","S","Norway",4001,22.1006,"0","0","no"
"909","Olsen, Mr. Karl Siegwart Andreas","male",42,"3rd","S","United States",4579,8.0801,"0","1","no"
"910","Olsen, Mr. Ole Martin","male",27,"3rd","S","Norway",265302,7.0603,"0","0","no"
"911","Olsson, Miss. Elina","female",31,"3rd","S","Sweden",350407,7.1701,"0","0","no"
"912","Olsson, Mr. Nils Johan Göransson","male",28,"3rd","S","Sweden",347464,7.1701,"0","0","no"
"913","Olsson, Mr. Oscar Wilhelm","male",32,"3rd","S","Sweden",347079,7.1506,"0","0","yes"
"914","Olsvigen, Mr. Thor Anderson","male",20,"3rd","S","Norway",6563,9.0406,"0","0","no"
"915","Omont, Mr. Alfred Fernand","male",29,"1st","C","France",12998,25.141,"0","0","yes"
"916","Oreskovic, Miss. Jelka","female",23,"3rd","S","Croatia",315085,8.1303,"0","0","no"
"917","Oreskovic, Miss. Marija","female",20,"3rd","S","Croatia",315096,8.1303,"0","0","no"
"918","Oreskovic, Mr. Luka","male",20,"3rd","S","Croatia",315094,8.1303,"0","0","no"
"919","Osén, Mr. Olaf Elon","male",16,"3rd","S","Sweden",7534,9.0404,"0","0","no"
"920","Østby, Miss. Helen Ragnhild","female",22,"1st","S","United States",113509,61.1907,"0","1","yes"
"921","Ostby, Mr. Engelhart Cornelius","male",64,"1st","S","United States",113509,61.1907,"0","1","no"
"922","O'Sullivan, Miss. Bridget Mary","female",21,"3rd","Q","Ireland",330909,7.1207,"0","0","no"
"923","Otter, Mr. Richard","male",38,"2nd","S","United States",28213,13,"0","0","no"
"924","Oviés y Rodríguez, Mr. Servando José Florentino","male",36,"1st","C","Cuba",17562,27.1405,"0","0","no"
"925","Oxenham, Mr. Percy Thomas","male",22,"2nd","S","England",14260,10.1,"0","0","yes"
"926","Padron Manent, Mr. Julian","male",27,"2nd","C","Spain",2146,13.1703,"0","0","yes"
"927","Pain, Dr. Alfred","male",23,"2nd","S","Canada",244278,10.1,"0","0","no"
"928","Pallàs i Castelló, Sr. Emili","male",29,"2nd","C","Spain",2147,13.1702,"0","0","yes"
"929","Pålsson, Master. Gösta Leonard","male",2,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"930","Pålsson, Master. Paul Folke","male",6,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"931","Pålsson, Miss. Stina Viola","female",3,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"932","Pålsson, Miss. Torborg Danira","female",8,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"933","Pålsson, Mrs. Alma Cornelia","female",29,"3rd","S","Sweden",349909,21.0106,"0","4","no"
"934","Panula, Master. Eino Viljam","male",1,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"935","Panula, Master. Jaako Arnold","male",15,"3rd","S","United States",3101295,39.1309,"4","1","no"
"936","Panula, Master. Juha Niilo","male",7,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"937","Panula, Master. Urho Abraham","male",2,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"938","Panula, Mr. Ernesti Arvid","male",16,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"939","Panula, Mrs. Maija Emelia Abrahamintytar","female",41,"3rd","S","Finland",3101295,39.1309,"0","5","no"
"940","Parker, Mr. Clifford Richard","male",17,"2nd","S","Channel Islands",14888,10.1,"0","0","no"
"941","Parkes, Mr. Francis","male",21,"2nd","B","Northern Ireland",239853,NA,"0","0","no"
"942","Parrish, Mrs. Lutie Davis","female",59,"2nd","S","United States",230433,26,"0","1","yes"
"943","Parr, Mr. William Henry Marsh","male",30,"1st","B","England",112052,NA,"0","0","no"
"944","Partner, Mr. Austin","male",40,"1st","S","England",113043,28.1,"0","0","no"
"945","Pasic, Mr. Jakob","male",21,"3rd","S","Slovenia",315097,8.1303,"0","0","no"
"946","Patchett, Mr. George","male",20,"3rd","S","England",358585,14.1,"0","0","no"
"947","Pavlovic, Mr. Stefo","male",32,"3rd","S","Croatia",349242,7.1711,"0","0","no"
"948","Payne, Mr. Vivian Ponsonby","male",23,"1st","S","Canada",12749,93.1,"0","0","no"
"949","Peacock, Master. Albert Edward","male",0.5833333333,"3rd","S","England",3101315,13.1506,"1","1","no"
"950","Peacock, Miss. Treasteall","female",4,"3rd","S","England",3101315,13.1506,"1","1","no"
"951","Peacock, Mrs. Edith","female",26,"3rd","S","England",3101315,13.1506,"0","2","no"
"952","Pearce, Mr. Ernest","male",32,"3rd","S","England",343271,7,"0","0","no"
"953","Pears, Mrs. Edith","female",22,"1st","S","England",113776,66.12,"1","0","yes"
"954","Pears, Mr. Thomas Clinton","male",29,"1st","S","England",113776,66.12,"1","0","no"
"955","Pedersen, Mr. Olaf","male",28,"3rd","S","Norway",345498,7.1506,"0","0","no"
"956","Peduzzi, Mr. Giuseppe","male",24,"3rd","S","England",2817,8.01,"0","0","no"
"957","Pekoniemi, Mr. Edvard","male",21,"3rd","S","Finland",3101294,7.1806,"0","0","no"
"958","Peltomäki, Mr. Nikolai Johannes","male",25,"3rd","S","Finland",3101291,7.1806,"0","0","no"
"959","Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo","female",22,"1st","C","Spain",17758,108.18,"1","0","yes"
"960","Peñasco y Castellana, Mr. Victor","male",24,"1st","C","Spain",17758,108.18,"1","0","no"
"961","Pengelly, Mr. Frederick William","male",19,"2nd","S","England",28665,10.1,"0","0","no"
"962","Perkin, Mr. John Henry","male",24,"3rd","S","England",21174,7.05,"0","0","no"
"963","Pernot, Mr. René","male",39,"2nd","C","France",2131,15.01,"0","0","no"
"964","Perreault, Miss. Mary Anne","female",33,"1st","S","Canada",12749,93.1,"0","0","yes"
"965","Persson, Mr. Ernst Ulrik","male",25,"3rd","S","Sweden",347083,7.1506,"1","0","yes"
"966","Peruschitz, Fr. Josef","male",41,"2nd","S","Germany",237393,13,"0","0","no"
"967","Peteranec, Miss. Mathilda","female",28,"3rd","S","Croatia",349245,7.1711,"0","0","no"
"968","Peter / Joseph, Master. Michael J.","male",4,"3rd","C","Lebanon",2668,22.0702,"1","1","yes"
"969","Peter / Joseph, Miss. Anna","female",2,"3rd","C","Lebanon",2668,22.0702,"1","1","yes"
"970","Petersen, Mr. Marius","male",24,"3rd","S","England",342441,8.01,"0","0","no"
"971","Peters, Miss. Catherine","female",28,"3rd","Q","Ireland",330935,8.0209,"0","0","no"
"972","Petroff, Mr. Nedialco","male",19,"3rd","S","Bulgaria",349212,7.1711,"0","0","no"
"973","Petroff, Mr. Pastcho","male",29,"3rd","S","Bulgaria",349215,7.1711,"0","0","no"
"974","Pettersson, Miss. Elin Natalia","female",18,"3rd","S","Sweden",347087,7.1506,"0","0","no"
"975","Pettersson, Mr. Johan Emil","male",25,"3rd","S","Sweden",347076,7.1506,"1","0","no"
"976","Peuchen, Major. Arthur Godfrey","male",52,"1st","S","Canada",113786,30.1,"0","0","yes"
"977","Phillips, Miss. Alice Frances Louisa","female",21,"2nd","S","England",2,21,"0","1","yes"
"978","Phillips, Miss. Kate Florence","female",19,"2nd","S","England",250655,26,"0","0","yes"
"979","Phillips, Mr. Escott Robert","male",43,"2nd","S","England",2,21,"0","1","no"
"980","Picard, Mr. Benoît","male",33,"3rd","S","Poland",392078,8.01,"0","0","yes"
"981","Pinsky, Mrs. Rosa","female",32,"2nd","S","Poland",234604,13,"0","0","yes"
"982","Plotcharsky, Mr. Vasil","male",27,"3rd","S",NA,349227,7.1711,"0","0","no"
"983","Pokrnic, Mr. Mate","male",17,"3rd","S","Croatia",315095,8.1303,"0","0","no"
"984","Pokrnic, Mr. Tome","male",24,"3rd","S","Croatia",315092,8.1303,"0","0","no"
"985","Ponesell, Mr. Martin","male",24,"2nd","S","England",250647,13,"0","0","no"
"986","Portaluppi, Mr. Emilio Ilario Giuseppe","male",30,"2nd","C","United States",34644,12.1409,"0","0","yes"
"987","Porter, Mr. Walter Chamberlain","male",46,"1st","S","United States",110465,52,"0","0","no"
"988","Potter, Mrs. Lily Alexenia","female",56,"1st","C","United States",11767,83.0302,"0","1","yes"
"989","Pulbaum, Mr. Franz","male",27,"2nd","C","United States",2168,15,"0","0","no"
"990","Pulner, Mr. Uscher","male",16,"3rd","C",NA,3411,8.1403,"0","0","no"
"991","Quick, Miss. Phyllis May","female",2,"2nd","S",NA,26360,26,"1","1","yes"
"992","Quick, Miss. Winifred Vera","female",8,"2nd","S",NA,26360,26,"1","1","yes"
"993","Quick, Mrs. Jane","female",33,"2nd","S",NA,26360,26,"0","2","yes"
"994","Radeff, Mr. Alexander","male",27,"3rd","S",NA,349223,7.1711,"0","0","no"
"995","Rafūl-Būlus, Mr. Bākhūs","male",21,"3rd","C","Lebanon",2679,7.0406,"0","0","no"
"996","Rasmussen, Mrs. Lena Jakobsen","female",63,"3rd","S","Norway",65305,8.0203,"0","0","no"
"997","Razi, Mr. Raihed","male",30,"3rd","C","Lebanon",2629,7.0407,"0","0","no"
"998","Reed, Mr. James George","male",18,"3rd","S","Wales",362316,7.05,"0","0","no"
"999","Reeves, Mr. David","male",36,"2nd","S","England",17248,10.1,"0","0","no"
"1000","Rekic, Mr. Tido","male",38,"3rd","S","Bosnia",349249,7.1711,"0","0","no"
"1001","Renouf, Mr. Peter Henry","male",33,"2nd","S","Channel Islands",31027,21,"1","0","no"
"1002","Renouf, Mrs. Lillian","female",30,"2nd","S","Channel Islands",31027,21,"3","0","yes"
"1003","Reuchlin, Mr. Jonkheer Johan George","male",37,"1st","C","Netherlands",19972,NA,"0","0","no"
"1004","Reynalds, Sra. Encarnación","female",29,"2nd","S","Spain",230434,13,"0","0","yes"
"1005","Reynolds, Mr. Harold","male",21,"3rd","S","England",342684,8.01,"0","0","no"
"1006","Rheims, Mr. George Alexander Lucien","male",33,"1st","C","United States",17607,39.12,"0","0","yes"
"1007","Rice, Master. Albert","male",10,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"1008","Rice, Master. Arthur","male",4,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"1009","Rice, Master. Eric","male",7,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"1010","Rice, Master. Eugene Francis","male",2,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"1011","Rice, Master. George Hugh","male",8,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"1012","Rice, Mrs. Margaret","female",39,"3rd","Q","Ireland",382652,29.0206,"0","5","no"
"1013","Richard, Mr. Emile Phillippe","male",23,"2nd","C",NA,2133,15,"0","0","no"
"1014","Richards, Master. Sibley George","male",0.75,"2nd","S","England",29106,18.15,"1","1","yes"
"1015","Richards, Master. William Rowe","male",3,"2nd","S","England",29106,18.15,"1","1","yes"
"1016","Richards, Mrs. Emily","female",24,"2nd","S","England",29106,18.15,"2","3","yes"
"1017","Ridsdale, Miss. Lucy","female",58,"2nd","S","England",14258,10.1,"0","0","yes"
"1018","Righini, Mr. Sante","male",22,"1st","C",NA,17760,135.1208,"0","0","no"
"1019","Riihivuori, Miss. Susanna Juhantytär","female",22,"3rd","S","Finland",3101295,39.1309,"0","0","no"
"1020","Rintamäki, Mr. Matti","male",35,"3rd","S","Finland",3101273,7.0206,"0","0","no"
"1021","Riordan, Miss. Hannah","female",22,"3rd","Q","Ireland",334915,7.1405,"0","0","yes"
"1022","Risien, Mr. Samuel Beard","male",69,"3rd","S","England",364498,14.1,"0","0","no"
"1023","Risien, Mrs. Emma Jane","female",64,"3rd","S","England",364498,14.1,"0","0","no"
"1024","Robert, Mrs. Elisabeth Walton","female",43,"1st","S","United States",24160,211.0609,"0","1","yes"
"1025","Robins, Mr. Alexander A.","male",50,"3rd","S","England",3337,14.1,"1","0","no"
"1026","Robins, Mrs. Charity","female",48,"3rd","S","England",3337,14.1,"1","0","no"
"1027","Robins, Mr. Victor","male",45,"1st","C","England",17757,247.1006,"0","0","no"
"1028","Roebling, Mr. Washington Augustus II","male",31,"1st","S","United States",17590,50.0911,"0","0","no"
"1029","Rogers, Mr. Reginald Harry","male",18,"2nd","S","England",28004,10.1,"0","0","no"
"1030","Rogers, Mr. William John","male",30,"3rd","S","Wales",23567,8.01,"0","0","no"
"1031","Romaine, Mr. Charles Hallace","male",45,"1st","S","United States",111428,26.11,"0","0","yes"
"1032","Rommetvedt, Mr. Knud Paust","male",49,"3rd","S","Norway",312993,7.1506,"0","0","no"
"1033","Rood, Mr. Hugh Roscoe","male",39,"1st","S","United States",113767,50,"0","0","no"
"1034","Rosblom, Miss. Salli Helena","female",2,"3rd","S","Finland",370129,20.0403,"1","1","no"
"1035","Rosblom, Mrs. Helena Wilhelmina","female",41,"3rd","S","Finland",370129,20.0403,"0","2","no"
"1036","Rosblom, Mr. Viktor Richard","male",18,"3rd","S","Finland",370129,20.0403,"1","1","no"
"1037","Rosenbaum, Miss. Edith Louise","female",33,"1st","C","France",17613,27.1405,"0","0","yes"
"1038","Rosenshine, Mr. George","male",46,"1st","C","United States",17585,79,"0","0","no"
"1039","Ross, Mr. John Hugo","male",36,"1st","S","Canada",13049,40.0206,"0","0","no"
"1040","Rothes, Lucy Noël Martha, Countess of","female",33,"1st","S","England",110152,86.1,"0","0","yes"
"1041","Roth, Miss. Sarah","female",26,"3rd","S","Austria",342712,8.01,"0","0","yes"
"1042","Rothschild, Mr. Martin","male",46,"1st","C","United States",17603,59.08,"1","0","no"
"1043","Rothschild, Mrs. Elizabeth Jane Anne","female",54,"1st","C","United States",17603,59.08,"1","0","yes"
"1044","Rouse, Mr. Richard Henry","male",55,"3rd","S","England",3594,8.01,"0","0","no"
"1045","Rowe, Mr. Alfred G.","male",59,"1st","S","Peru",113790,26.11,"0","0","no"
"1046","Rugg, Miss. Emily","female",22,"2nd","S","Channel Islands",31026,10.1,"0","0","yes"
"1047","Rush, Mr. Alfred George John","male",17,"3rd","S","England",20589,8.01,"0","0","no"
"1048","Ryan, Mr. Edward","male",24,"3rd","Q","Ireland",383162,7.15,"0","0","yes"
"1049","Ryan, Mr. Patrick","male",30,"3rd","Q","Ireland",371110,24.03,"0","0","no"
"1050","Ryerson, Master. John Borie","male",13,"1st","C","United States",17608,262.0706,"2","2","yes"
"1051","Ryerson, Miss. Emily Borie","female",18,"1st","C","United States",17608,262.0706,"2","2","yes"
"1052","Ryerson, Miss. Susan Parker Suzette","female",21,"1st","C","United States",17608,262.0706,"2","2","yes"
"1053","Ryerson, Mr. Arthur Larned","male",61,"1st","C","United States",17608,262.0706,"1","3","no"
"1054","Ryerson, Mrs. Emily Maria","female",48,"1st","C","United States",17608,262.0706,"1","3","yes"
"1055","Saad, Mr. Amin","male",30,"3rd","C","Lebanon",2671,7.0407,"0","0","no"
"1056","Saad, Mr. Khalil","male",27,"3rd","C","Lebanon",2672,7.0406,"0","0","no"
